1902	-2,208	-5,008	-1,43	3,104	3,582	10,726	12,648	12,048	7,97	3,192	-3,108	-5,986
1903	-4,608	-0,908	0,77	0,304	7,682	10,326	13,148	11,848	9,07	5,492	0,092	-5,686
1904	-5,508	-3,308	-0,53	4,004	8,082	11,626	15,048	13,348	7,57	3,792	-1,608	-2,186
1905	-7,808	-4,008	-0,33	1,104	8,482	14,426	16,148	14,448	9,07	-0,908	-0,608	-2,886
1906	-4,108	-4,308	-2,13	4,204	9,082	10,426	13,648	12,748	8,07	5,392	2,092	-7,286
1907	-5,908	-6,108	-3,23	0,404	9,782	11,826	13,248	13,948	9,27	8,292	-1,608	-3,286
1908	-6,608	-3,808	-2,33	2,004	10,982	15,826	14,848	11,048	7,27	3,992	-3,908	-6,586
1909	-6,808	-8,808	-2,53	2,504	7,082	11,926	12,648	15,048	11,37	6,692	-2,408	-4,686
1910	-3,708	-2,508	0,47	2,904	9,082	13,926	12,848	14,548	8,97	5,192	-3,608	-2,386
1911	-7,908	-3,408	0,77	3,904	9,582	13,126	18,648	15,548	10,37	4,792	0,692	-2,586
1912	-6,508	-1,308	1,17	1,004	7,882	11,626	13,448	9,848	4,47	1,992	-2,808	-1,086
1913	-5,208	-4,608	2,17	3,204	6,982	10,526	9,548	10,448	8,67	5,992	2,192	-3,386
1914	-9,408	-1,008	-0,13	5,204	6,182	10,426	11,748	12,248	7,77	3,892	-1,208	-1,886
1915	-5,608	-3,608	-3,33	2,204	8,582	13,326	12,148	10,648	6,67	1,792	-3,408	0,014
1916	-1,208	-3,308	1,17	4,004	9,582	8,426	12,148	11,848	7,87	4,192	0,692	-1,786
1917	-7,208	-6,808	-4,23	-0,596	11,082	15,426	14,348	13,248	12,07	3,692	-0,108	-6,386
1918	-2,508	-2,208	0,47	5,804	10,282	9,426	13,448	12,848	10,27	4,292	-0,908	-0,386
1919	-3,508	-4,308	-0,83	0,804	5,982	11,226	11,348	13,348	12,77	2,192	-2,908	-3,786
1920	-2,108	-0,808	2,07	5,804	10,882	10,426	14,248	11,648	10,27	3,092	-2,408	-1,786
1921	-0,408	-3,708	2,77	3,004	10,882	10,526	15,848	14,948	10,67	8,092	-3,008	-3,686
1922	-7,308	-5,608	0,37	2,104	10,182	12,726	12,548	12,748	7,17	1,392	-2,108	-2,286
1923	-4,308	-3,408	0,77	2,504	8,982	7,526	14,948	13,348	9,97	6,892	-0,308	-6,186
1924	-6,908	-7,508	-2,03	2,404	10,282	11,026	13,248	10,248	10,37	5,592	-0,708	-2,786
1925	-1,708	-0,508	-2,63	4,204	10,082	11,126	13,348	12,948	7,27	5,292	-2,008	-4,086
1926	-4,508	0,892	-1,03	6,504	7,682	9,526	13,048	12,748	11,97	5,292	4,492	-4,286
1927	-2,608	-3,108	2,27	3,104	7,982	12,026	13,648	12,948	10,47	5,092	-0,108	-6,586
1928	-2,408	-2,508	-1,03	4,404	6,182	11,326	16,948	14,148	10,07	5,592	2,492	-4,986
1929	-8,408	-11,708	-1,13	0,704	9,582	11,026	14,648	14,248	12,77	7,192	1,692	-0,786
1930	-1,408	-5,008	1,17	4,804	8,082	15,326	12,948	12,448	10,17	5,192	2,492	-3,886
1931	-3,608	-4,108	-3,03	2,404	13,282	15,126	14,548	13,148	7,57	5,992	0,392	-3,586
1932	-1,708	-6,008	-3,23	3,604	9,282	11,526	15,648	16,148	13,17	5,992	0,492	-3,686
1933	-7,008	-3,008	3,17	3,504	8,182	10,626	14,848	14,448	11,17	6,992	-0,208	-7,186
1934	-3,408	-2,908	0,87	6,704	10,182	12,126	15,248	13,248	11,87	5,692	0,492	1,514
1935	-6,008	-3,008	-2,03	3,004	6,182	13,426	13,748	12,748	10,07	5,192	0,792	-3,986
1936	-0,908	-3,508	1,77	3,204	8,482	11,626	13,148	11,748	9,07	1,292	-0,608	-2,386
1937	-5,808	-1,908	-0,13	3,104	11,082	12,926	13,248	12,948	9,87	5,892	-0,708	-4,686
1938	-3,408	-3,508	3,07	0,104	7,082	12,826	13,548	13,548	9,87	5,492	2,892	-6,186
1939	-1,108	-2,108	-3,43	5,904	6,282	12,426	13,448	14,048	9,37	2,792	1,192	-6,286
1940	-12,908	-7,508	-1,73	4,204	7,282	12,426	12,548	10,548	9,67	4,192	1,392	-7,886
1941	-8,908	-3,708	-0,43	1,404	5,082	12,226	13,948	11,648	8,27	3,892	-2,708	-3,586
1942	-12,208	-8,108	-1,63	2,604	8,782	11,326	12,648	14,448	13,07	8,192	-1,408	-1,586
1943	-4,408	-0,408	1,87	5,104	8,582	10,226	14,048	15,448	11,17	7,292	-1,408	-3,686
1944	-1,608	-6,108	-4,53	4,204	7,482	10,426	13,348	16,048	9,37	5,392	-0,208	-4,386
1945	-8,308	-0,308	1,67	4,704	10,782	13,126	14,448	12,748	10,07	5,992	-0,908	-2,886
1946	-6,108	-2,008	1,07	7,204	11,082	11,426	14,948	13,148	11,17	2,392	-0,708	-6,086
1947	-9,008	-8,108	-0,13	5,604	10,482	13,626	15,348	14,548	13,97	4,492	1,092	-3,486
1948	-0,908	-4,008	2,07	5,804	10,182	11,026	11,648	12,648	10,27	5,292	0,692	-3,386
1949	-2,908	-2,508	-2,43	6,104	8,382	9,926	13,548	13,248	12,17	7,092	-0,008	-0,886
1950	-5,508	-1,108	1,17	3,004	10,482	14,126	15,248	14,348	9,47	3,692	-0,008	-5,286
1951	-2,708	-2,108	-1,93	3,504	7,982	11,826	13,848	14,148	10,97	4,292	2,192	-1,386
1952	-4,408	-4,908	-1,93	6,504	7,682	11,726	15,648	15,148	6,67	3,392	-2,308	-5,086
1953	-5,508	-4,608	0,77	5,404	8,682	12,026	14,348	12,348	10,77	7,392	0,492	-1,186
1954	-9,008	-8,208	0,87	1,204	7,482	12,226	10,548	12,548	10,17	5,492	-0,108	-1,386
1955	-5,208	-5,708	-3,63	1,904	6,382	10,926	13,148	12,148	9,37	4,192	-0,608	-1,486
1956	-4,308	-13,808	-2,43	1,804	8,382	9,626	13,448	11,248	10,47	4,492	-2,608	-2,886
1957	-4,408	-0,408	2,17	3,404	5,382	13,226	13,948	11,048	7,97	5,092	0,492	-3,386
1958	-4,708	-1,708	-5,13	0,704	10,782	10,626	13,248	13,248	10,17	4,992	0,692	-2,086
1959	-3,908	-3,808	2,07	5,204	8,182	11,926	14,548	12,648	8,97	4,792	0,292	-1,586
1960	-5,108	-4,308	-0,23	3,304	8,482	11,926	11,448	12,348	8,57	5,392	1,892	-2,886
1961	-4,808	-0,008	1,97	7,404	6,282	12,226	11,448	12,248	12,77	6,392	0,092	-4,786
1962	-3,408	-4,908	-4,23	4,604	5,482	9,926	11,448	13,248	8,57	4,992	-1,208	-7,586
1963	-11,008	-9,108	-1,33	4,504	7,782	12,026	14,248	12,348	10,37	4,392	3,292	-6,986
1964	-6,708	-4,608	-3,93	4,904	8,982	13,226	14,248	11,648	9,57	3,192	0,692	-4,286
1965	-3,208	-7,808	-2,03	2,304	6,282	11,526	11,548	10,748	8,77	4,692	-2,408	-1,586
1966	-7,708	1,492	-1,63	5,404	8,482	12,426	11,648	11,248	9,37	7,892	-1,908	-3,186
1967	-4,608	-2,308	0,57	2,104	8,282	10,826	14,948	12,348	9,77	7,392	0,092	-4,586
1968	-6,208	-3,008	-0,43	4,504	7,382	11,826	12,248	11,648	8,87	5,892	-0,008	-5,986
1969	-4,108	-5,908	-2,83	2,804	9,982	10,526	14,248	11,548	9,97	6,292	0,892	-8,286
1970	-5,808	-5,208	-3,23	1,004	5,982	12,626	12,648	12,648	9,27	4,392	1,992	-4,486
1971	-4,608	-4,308	-3,93	4,404	9,582	9,626	14,148	14,548	7,47	4,492	-0,708	-0,686
1972	-5,908	-1,408	1,67	2,804	7,282	11,126	13,648	12,248	6,47	2,292	-0,008	-3,186
1973	-4,108	-4,108	-1,13	0,504	8,482	11,726	12,548	13,948	10,37	3,192	-1,708	-4,886
1974	-1,308	-1,108	2,37	3,404	6,782	9,426	11,248	14,048	9,37	0,292	0,092	-0,386
1975	-0,608	-3,008	-0,43	2,404	8,482	10,326	13,648	13,648	12,17	4,092	-1,508	-3,886
1976	-3,708	-3,108	-3,63	2,804	8,582	12,826	14,848	10,548	8,17	6,392	0,592	-5,786
1977	-4,008	-1,408	2,17	1,404	8,082	11,926	12,448	12,048	7,37	6,392	0,192	-2,786
1978	-4,108	-5,708	0,17	2,204	6,582	10,026	11,348	10,648	8,07	4,692	-0,208	-2,986
1979	-8,108	-4,308	-0,03	1,504	8,682	13,326	10,848	11,548	8,87	4,392	-1,108	-0,186
1980	-6,708	-1,908	-1,13	0,504	5,682	10,426	10,548	12,648	9,47	3,692	-1,808	-4,186
1981	-7,008	-5,108	2,57	3,404	8,582	11,726	12,048	12,548	10,17	4,292	-0,308	-5,986
1982	-6,008	-4,908	-0,23	0,904	8,682	12,426	14,648	13,148	11,97	5,592	1,592	-1,686
1983	-0,708	-6,608	0,07	4,904	8,182	12,126	16,748	13,248	9,77	4,992	-1,308	-3,686
1984	-4,208	-5,408	-2,53	1,804	6,682	9,726	11,748	12,448	8,07	6,092	1,192	-3,186
1985	-9,408	-7,608	-1,43	2,804	9,482	9,126	13,648	12,748	9,57	4,392	-3,408	0,114
1986	-4,408	-10,508	-1,13	3,904	10,482	11,326	12,448	12,648	8,07	5,192	1,092	-2,986
1987	-9,408	-4,308	-6,03	4,404	5,882	10,426	13,448	11,448	11,57	5,392	0,392	-2,286
1988	-1,408	-3,108	-2,53	3,704	9,782	10,926	13,348	13,048	9,07	6,292	-2,408	-2,286
1989	-2,208	-0,708	2,87	3,904	9,182	10,526	13,648	12,948	10,17	6,292	-1,708	-1,586
1990	-2,908	0,792	2,57	2,304	9,582	11,326	12,648	14,248	7,17	5,792	-0,208	-4,686
1991	-3,008	-6,908	1,87	2,304	4,882	10,126	14,848	13,548	10,37	3,492	-0,508	-4,786
1992	-3,108	-2,008	-0,33	2,904	10,082	12,626	14,748	16,748	9,67	2,992	0,992	-3,486
1993	-1,708	-5,208	-1,53	5,404	10,882	11,626	12,048	12,748	8,77	4,492	-3,408	-0,986
1994	-1,908	-4,108	2,27	3,104	8,582	12,426	16,948	14,148	9,87	3,392	2,992	-1,586
1995	-5,208	0,192	-1,83	4,304	8,482	10,126	16,048	13,048	7,97	7,492	-2,408	-5,186
1996	-6,208	-6,708	-4,33	3,604	8,382	12,326	11,548	12,248	6,17	5,192	0,592	-6,886
1997	-5,908	-0,708	1,17	0,904	8,982	11,926	12,448	14,248	9,47	2,692	-0,008	-1,986
1998	-2,508	0,092	-0,53	4,804	9,582	12,926	12,948	13,448	8,87	4,992	-3,008	-3,886
1999	-2,508	-5,408	0,77	4,204	9,782	11,326	14,748	13,048	12,27	4,592	-1,508	-3,486
2000	-5,408	-1,408	-0,13	6,204	10,482	13,526	11,148	14,348	9,37	6,992	1,692	-1,886
2001	-4,308	-2,408	0,67	2,404	10,682	9,926	13,748	14,148	6,87	8,392	-1,608	-6,186
2002	-3,908	0,292	0,67	3,304	10,682	14,026	13,948	13,948	7,77	3,992	1,592	-3,386
2003	-5,108	-7,308	0,67	3,104	10,882	15,826	14,648	16,848	9,57	1,392	1,492	-3,286
2004	-6,208	-2,808	-1,63	4,404	6,882	11,126	12,948	13,848	9,17	5,992	-0,408	-3,786
2005	-3,708	-7,108	-2,23	4,704	9,082	12,526	13,848	11,648	10,17	6,192	-1,208	-4,886
2006	-7,408	-5,508	-3,03	3,704	8,482	13,026	17,248	10,748	11,97	7,592	2,192	-0,386
2007	-0,408	-0,208	1,47	7,004	9,882	13,726	13,748	13,148	7,47	3,892	-1,808	-3,586
2008	-1,508	-0,908	-0,83	3,704	10,082	13,426	13,748	13,348	8,17	5,292	1,092	-2,986
2009	-6,508	-4,408	-0,63	8,104	9,482	11,126	13,748	14,348	10,57	3,792	2,892	-3,886
2010	-7,608	-4,908	-1,33	4,204	7,382	12,426	15,748	12,448	7,27	3,292	0,892	-7,286
2011	-4,008	-4,408	0,57	6,604	9,282	12,526	12,048	13,848	10,67	4,392	0,092	-1,086
2012	-3,408	-8,708	1,87	3,904	10,182	12,826	13,748	13,948	9,17	4,092	1,192	-3,386
2013	-4,208	-5,408	-3,73	3,904	7,482	11,626	15,348	13,348	8,37	5,392	0,192	-1,886
2014	-1,708	-0,908	2,27	5,704	7,882	12,326	14,748	11,448	10,17	6,992	2,592	-1,686
2015	-2,208	-4,408	0,37	3,704	8,582	12,326	16,348	16,748	8,87	4,492	2,892	1,714
2016	-3,508	-0,808	-0,43	3,804	9,082	12,726	14,648	13,048	11,77	4,092	-0,508	-2,686
2017	-8,108	-1,208	2,27	2,804	9,982	14,526	14,448	14,648	7,67	6,192	0,192	-2,586
2018	-0,808	-7,208	-2,13	8,504	11,882	13,326	15,348	15,948	10,47	6,492	0,992	-1,286
